Date,Confirmed,Deaths,Recovered,Active,New Cases,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,No. of Countries
2021-03-29,127713910,2884146,72401542,52428222,457381,2.26,56.69,3.98,192
2021-03-30,128282222,2896278,72736785,52649159,568312,2.26,56.7,3.98,192
2021-03-31,128965610,2909111,73119294,52937205,683388,2.26,56.7,3.98,192
2021-04-01,129678031,2921566,73464080,53292385,712421,2.25,56.65,3.98,192
2021-04-02,130312419,2932219,73784287,53595913,634388,2.25,56.62,3.97,192
2021-04-03,130843301,2941568,74150288,53751445,530882,2.25,56.67,3.97,192
2021-04-04,131397168,2948881,74498476,53949811,553867,2.24,56.7,3.96,192
2021-04-05,131883615,2956547,74846289,54080779,486447,2.24,56.75,3.95,192
2021-04-06,132488246,2969159,75216285,54302802,604631,2.24,56.77,3.95,192
2021-04-07,133172921,2984880,75699590,54488451,684675,2.24,56.84,3.94,192
2021-04-08,134012887,2999313,76094849,54918725,839966,2.24,56.78,3.94,192
2021-04-09,134762728,3013565,76548562,55200601,754628,2.24,56.8,3.94,192
2021-04-10,135429508,3026628,76933556,55469324,666780,2.23,56.81,3.93,192
2021-04-11,136120095,3035637,77464028,55620430,690587,2.23,56.91,3.92,192
2021-04-12,136734564,3045479,77858760,55830325,614469,2.23,56.94,3.91,192
2021-04-13,137514120,3059368,78345222,56109530,779556,2.22,56.97,3.9,192
2021-04-14,138330240,3073416,78792112,56464712,816120,2.22,56.96,3.9,192
2021-04-15,139146763,3087081,79236514,56823168,816523,2.22,56.94,3.9,192
2021-04-16,140004178,3100384,79740631,57163163,857415,2.21,56.96,3.89,192
2021-04-17,140790554,3112888,80259167,57418499,786429,2.21,57.01,3.88,192
2021-04-18,141476282,3122128,80839358,57514796,685728,2.21,57.14,3.86,192
2021-04-19,142169719,3133035,81374733,57661951,693437,2.2,57.24,3.85,192
2021-04-20,143023010,3147352,81979570,57896088,853291,2.2,57.32,3.84,192
2021-04-21,143913950,3162292,82491870,58259788,890940,2.2,57.32,3.83,192
2021-04-22,144812548,3176170,83128166,58508212,898598,2.19,57.4,3.82,192
2021-04-23,145716148,3191344,83767998,58756806,903600,2.19,57.49,3.81,192
2021-04-24,146537601,3204618,84344289,58988694,821453,2.19,57.56,3.8,192
2021-04-25,147261485,3215267,84878103,59168115,723884,2.18,57.64,3.79,192
2021-04-26,147943421,3226889,85565469,59151063,681936,2.18,57.84,3.77,192
2021-04-27,148787825,3241883,86246373,59299569,844404,2.18,57.97,3.76,192
2021-04-28,149695788,3257956,86843038,59594794,907963,2.18,58.01,3.75,192
2021-04-29,150591946,3273698,87550354,59767894,896158,2.17,58.14,3.74,192
2021-04-30,151471868,3287772,88236950,59947146,879922,2.17,58.25,3.73,192
2021-05-01,152269539,3301089,88919400,60049050,797671,2.17,58.4,3.71,192
2021-05-02,152944225,3311311,89612414,60020500,674686,2.17,58.59,3.7,192
2021-05-03,153624026,3323036,90255903,60045087,679801,2.16,58.75,3.68,192
2021-05-04,154431017,3337117,90912803,60181097,806991,2.16,58.87,3.67,192
2021-05-05,155273022,3352025,91626285,60294712,842005,2.16,59.01,3.66,192
2021-05-06,156143959,3366691,92301897,60475371,870937,2.16,59.11,3.65,192
2021-05-07,156976577,3381152,92998026,60597399,832618,2.15,59.24,3.64,192
2021-05-08,157763087,3394471,93709031,60659585,786510,2.15,59.4,3.62,192
2021-05-09,158405136,3404929,94371824,60628383,642050,2.15,59.58,3.61,192
2021-05-10,159024486,3416006,95000510,60607970,619350,2.15,59.74,3.6,192
2021-05-11,159763057,3430248,95751514,60581295,738588,2.15,59.93,3.58,192
2021-05-12,160523161,3444125,96399063,60679973,760104,2.15,60.05,3.57,192
2021-05-13,161249154,3457841,97089180,60702133,725993,2.14,60.21,3.56,192
2021-05-14,161966700,3470872,97754527,60741301,717546,2.14,60.35,3.55,192
2021-05-15,162595413,3483128,98397064,60715221,628713,2.14,60.52,3.54,192
2021-05-16,163144498,3493372,99064468,60586658,549085,2.14,60.72,3.53,192
2021-05-17,163683748,3504532,99808930,60370286,539250,2.14,60.98,3.51,192
2021-05-18,164306124,3518742,100552043,60235339,624738,2.14,61.2,3.5,193
2021-05-19,164978100,3532318,101250070,60195712,671976,2.14,61.37,3.49,193
2021-05-20,165258052,3545379,101886759,59825914,628792,2.15,61.65,3.48,193
2021-05-21,165884140,3558408,102501547,59824185,626088,2.15,61.79,3.47,193
2021-05-22,166463209,3569934,103118308,59774967,579069,2.14,61.95,3.46,193
2021-05-23,166940146,3579686,103620279,59740181,476937,2.14,62.07,3.45,193
2021-05-24,167393013,3588733,104247871,59556409,452867,2.14,62.28,3.44,193
2021-05-25,167925158,3601954,104824934,59498270,532145,2.14,62.42,3.44,193
2021-05-26,168494470,3614693,105380747,59499030,569312,2.15,62.54,3.43,193
2021-05-27,169048861,3627700,106078105,59343056,554391,2.15,62.75,3.42,193
2021-05-28,169549131,3639638,106633068,59276425,500270,2.15,62.89,3.41,193
2021-05-29,170031000,3650421,107140668,59239911,481869,2.15,63.01,3.41,193
2021-05-30,170422838,3658719,107630597,59133522,391838,2.15,63.16,3.4,193
2021-05-31,170801446,3667412,108159766,58974268,378608,2.15,63.32,3.39,193
2021-06-01,171264607,3682755,108743649,58838203,463161,2.15,63.49,3.39,193
2021-06-02,171750451,3694662,109272023,58783766,485844,2.15,63.62,3.38,193
2021-06-03,172239874,3704520,109701213,58834141,489423,2.15,63.69,3.38,193
2021-06-04,172659265,3715480,110226715,58717070,419391,2.15,63.84,3.37,193
2021-06-05,173058138,3724861,110704845,58628432,398873,2.15,63.97,3.36,193
2021-06-06,173381296,3732079,111146371,58502846,323158,2.15,64.11,3.36,193
2021-06-07,173702023,3740126,111568368,58393529,320727,2.15,64.23,3.35,193
2021-06-08,174068865,3750495,111983104,58335266,366842,2.15,64.33,3.35,193
2021-06-09,174488637,3760992,112435799,58291846,419772,2.16,64.44,3.35,193
2021-06-10,174938370,3776986,112849488,58311896,449733,2.16,64.51,3.35,193
2021-06-11,175359208,3788796,113225020,58345392,420838,2.16,64.57,3.35,193
2021-06-12,175731911,3798566,113563994,58369351,372703,2.16,64.62,3.34,193
2021-06-13,176035496,3807833,113993655,58234008,303585,2.16,64.76,3.34,193
2021-06-14,176342990,3815696,114340429,58186865,307494,2.16,64.84,3.34,193
2021-06-15,176714218,3826284,114800574,58087360,371228,2.17,64.96,3.33,193
2021-06-16,177112880,3836616,115149801,58126463,398662,2.17,65.01,3.33,193
2021-06-17,177505399,3845915,115530279,58129205,392519,2.17,65.09,3.33,193
2021-06-18,177912170,3855144,115849842,58207184,406771,2.17,65.12,3.33,193
2021-06-19,178261483,3863320,116181692,58216471,349313,2.17,65.17,3.33,194
2021-06-20,178563796,3870046,116446786,58246964,302313,2.17,65.21,3.32,194
2021-06-21,178857618,3876897,116804004,58176717,293822,2.17,65.31,3.32,194
2021-06-22,179229245,3885896,117107408,58235941,371627,2.17,65.34,3.32,194
2021-06-23,179666903,3895429,117507151,58264323,437658,2.17,65.4,3.32,194
2021-06-24,180071932,3904049,117796862,58371021,405029,2.17,65.42,3.31,194
2021-06-25,180493784,3913279,118125509,58454996,421852,2.17,65.45,3.31,194
2021-06-26,180859732,3920830,118420068,58518834,365948,2.17,65.48,3.31,194
2021-06-27,181171147,3926925,118678807,58565415,311415,2.17,65.51,3.31,194
2021-06-28,181499537,3933428,119006263,58559846,328390,2.17,65.57,3.31,194
2021-06-29,181879097,3941556,119299679,58637862,379560,2.17,65.59,3.3,194
2021-06-30,182276031,3950778,119580620,58744633,396957,2.17,65.6,3.3,194
2021-07-01,182717174,3959445,120008476,58749253,441143,2.17,65.68,3.3,194
2021-07-02,183158406,3967725,120299518,58891163,441232,2.17,65.68,3.3,194
2021-07-03,183535032,3974629,120569293,58991110,376626,2.17,65.69,3.3,194
2021-07-04,183863495,3981297,120868181,59014017,328463,2.17,65.74,3.29,194
2021-07-05,184233027,3988586,121235174,59009267,369532,2.16,65.81,3.29,194
2021-07-06,184686435,3997135,121563017,59126283,453408,2.16,65.82,3.29,194
2021-07-07,185149814,4005717,121831180,59312917,463379,2.16,65.8,3.29,194
2021-07-08,185630286,4014559,122123831,59491896,480472,2.16,65.79,3.29,194
2021-07-09,186137746,4022957,122462949,59651840,507460,2.16,65.79,3.29,194
2021-07-10,186564712,4029580,122907153,59627979,426966,2.16,65.88,3.28,194
2021-07-11,186935168,4037208,123197639,59700321,370456,2.16,65.9,3.28,194
2021-07-12,187371970,4045266,123499875,59826829,436802,2.16,65.91,3.28,194
2021-07-13,187891867,4053599,123783322,60054946,519897,2.16,65.88,3.27,194
2021-07-14,188433247,4062240,124113063,60257944,541380,2.16,65.87,3.27,194
2021-07-15,189005252,4070777,124394119,60540356,572005,2.15,65.82,3.27,194
2021-07-16,189603428,4079503,124784824,60739101,598176,2.15,65.81,3.27,194
2021-07-17,190077251,4086590,125065613,60925048,473823,2.15,65.8,3.27,194
2021-07-18,190508225,4093686,125382096,61032443,430974,2.15,65.81,3.26,194
2021-07-19,191005197,4100741,125688817,61215639,496972,2.15,65.8,3.26,194
2021-07-20,191535012,4121500,126008997,61404515,529815,2.15,65.79,3.27,194
2021-07-21,192093728,4130203,126315580,61647945,558716,2.15,65.76,3.27,194
2021-07-22,192658240,4138964,126671708,61847568,564512,2.15,65.75,3.27,194
2021-07-23,193348021,4146748,126918098,62283175,689781,2.14,65.64,3.27,194
2021-07-24,193819883,4155997,127435324,62228562,531238,2.14,65.75,3.26,194
2021-07-25,194264973,4163312,127762741,62338920,445090,2.14,65.77,3.26,194
2021-07-26,194805836,4171093,128063201,62571542,540863,2.14,65.74,3.26,194
2021-07-27,195415807,4180967,128409040,62825800,609971,2.14,65.71,3.26,194
2021-07-28,196059832,4191132,128745703,63122997,644025,2.14,65.67,3.26,194
2021-07-29,196712985,4201963,129094091,63416931,653153,2.14,65.63,3.25,194
2021-07-30,197443116,4211603,129401282,63830231,730131,2.13,65.54,3.25,194
2021-07-31,197952076,4220365,129705211,64026500,508960,2.13,65.52,3.25,194
2021-08-01,198434106,4227770,129994389,64211947,482030,2.13,65.51,3.25,194
2021-08-02,199012754,4235685,130277533,64499536,578648,2.13,65.46,3.25,194
2021-08-03,199649768,4246032,130582001,64821735,637014,2.13,65.41,3.25,194
2021-08-04,200325452,4256658,130899061,65169733,675684,2.12,65.34,3.25,194
2021-08-05,201014208,4267607,0,196746601,688756,2.12,0.0,inf,194
2021-08-06,201835855,4278187,0,197557668,821647,2.12,0.0,inf,194
2021-08-07,202386565,4286809,0,198099756,550710,2.12,0.0,inf,194
2021-08-08,202826858,4294260,0,198532598,440293,2.12,0.0,inf,194
2021-08-09,203482291,4302899,0,199179392,655433,2.11,0.0,inf,194
2021-08-10,204130791,4314456,0,199816335,648500,2.11,0.0,inf,194
2021-08-11,204859176,4324879,0,200534297,728385,2.11,0.0,inf,194
2021-08-12,205569844,4335554,0,201234290,710668,2.11,0.0,inf,194
2021-08-13,206375564,4346031,0,202029533,805720,2.11,0.0,inf,194
2021-08-14,206909039,4354719,0,202554320,533475,2.1,0.0,inf,194
2021-08-15,207372782,4361962,0,203010820,463743,2.1,0.0,inf,194
2021-08-16,208052162,4371775,0,203680387,679380,2.1,0.0,inf,194
2021-08-17,208734667,4382543,0,204352124,682505,2.1,0.0,inf,194
2021-08-18,209463021,4393378,0,205069643,728354,2.1,0.0,inf,194
2021-08-19,210178558,4404886,0,205773672,715537,2.1,0.0,inf,194
2021-08-20,210968682,4415349,0,206553333,790124,2.09,0.0,inf,194
2021-08-21,211508324,4424281,0,207084043,539642,2.09,0.0,inf,194
2021-08-22,211954443,4431914,0,207522529,446119,2.09,0.0,inf,195
2021-08-23,212659611,4441957,0,208217654,705168,2.09,0.0,inf,195
2021-08-24,213346175,4453053,0,208893122,686564,2.09,0.0,inf,195
2021-08-25,214076869,4464408,0,209612461,730694,2.09,0.0,inf,195
2021-08-26,214812596,4476067,0,210336529,735727,2.08,0.0,inf,195
2021-08-27,215557778,4486306,0,211071472,745182,2.08,0.0,inf,195
2021-08-28,216104524,4494811,0,211609713,546746,2.08,0.0,inf,195
2021-08-29,216550902,4501526,0,212049376,446378,2.08,0.0,inf,195
2021-08-30,217238217,4511033,0,212727184,687315,2.08,0.0,inf,195
2021-08-31,217856980,4520171,0,213336809,618763,2.07,0.0,inf,195
2021-09-01,218583978,4532680,0,214051298,726998,2.07,0.0,inf,195
2021-09-02,219261762,4543895,0,214717867,679491,2.07,0.0,inf,195
2021-09-03,219979041,4554592,0,215424449,717279,2.07,0.0,inf,195
2021-09-04,220458725,4562322,0,215896403,479684,2.07,0.0,inf,195
2021-09-05,220895088,4568811,0,216326277,436363,2.07,0.0,inf,195
2021-09-06,221332677,4576793,0,216755884,437602,2.07,0.0,inf,195
2021-09-07,222069718,4587285,0,217482433,737041,2.07,0.0,inf,195
2021-09-08,222700506,4597390,0,218103116,630788,2.06,0.0,inf,195
2021-09-09,223337706,4608166,0,218729540,637200,2.06,0.0,inf,195
2021-09-10,223971168,4617361,0,219353807,633462,2.06,0.0,inf,195
2021-09-11,224422653,4625716,0,219796937,451485,2.06,0.0,inf,195
2021-09-12,224786892,4631238,0,220155654,364239,2.06,0.0,inf,195
2021-09-13,225396857,4640297,0,220756560,609965,2.06,0.0,inf,195
2021-09-14,225946794,4650265,0,221296529,549937,2.06,0.0,inf,195
2021-09-15,226515216,4660714,0,221854502,569598,2.06,0.0,inf,195
2021-09-16,227091131,4671200,0,222419931,575915,2.06,0.0,inf,195
2021-09-17,227683566,4679887,0,223003679,592435,2.06,0.0,inf,195
2021-09-18,228216675,4686665,0,223530010,533109,2.05,0.0,inf,195
2021-09-19,228574219,4692698,0,223881521,357544,2.05,0.0,inf,195
2021-09-20,229115078,4700892,0,224414186,540859,2.05,0.0,inf,195
2021-09-21,229583836,4710009,0,224873827,469331,2.05,0.0,inf,195
2021-09-22,230121421,4720145,0,225401276,537585,2.05,0.0,inf,195
2021-09-23,230632591,4729926,0,225902665,511170,2.05,0.0,inf,195
2021-09-24,231179715,4738726,0,226440989,547124,2.05,0.0,inf,195
2021-09-25,231542631,4744102,0,226798529,363039,2.05,0.0,inf,195
2021-09-26,231888750,4749470,0,227139280,346119,2.05,0.0,inf,195
2021-09-27,232366478,4757243,0,227609235,477728,2.05,0.0,inf,195
2021-09-28,232815262,4766620,0,228048642,448784,2.05,0.0,inf,195
2021-09-29,233317294,4775987,0,228541307,502032,2.05,0.0,inf,195
2021-09-30,233801545,4784820,0,229016725,484251,2.05,0.0,inf,195
2021-10-01,234340399,4793430,0,229546969,538854,2.05,0.0,inf,195
2021-10-02,234681749,4799244,0,229882505,341350,2.05,0.0,inf,195
2021-10-03,234987253,4803483,0,230183770,305504,2.04,0.0,inf,195
2021-10-04,235437081,4810729,0,230626352,449828,2.04,0.0,inf,195
2021-10-05,235855740,4818141,0,231037599,418659,2.04,0.0,inf,195
2021-10-06,236368274,4827356,0,231540918,512534,2.04,0.0,inf,195
2021-10-07,236800043,4836214,0,231963829,431769,2.04,0.0,inf,195
2021-10-08,237273901,4843767,0,232430134,473858,2.04,0.0,inf,195
2021-10-09,237602874,4848512,0,232754362,328973,2.04,0.0,inf,195
2021-10-10,237915747,4853171,0,233062576,312873,2.04,0.0,inf,195
2021-10-11,238300846,4858989,0,233441857,385099,2.04,0.0,inf,195
2021-10-12,238733890,4867114,0,233866776,433044,2.04,0.0,inf,195
2021-10-13,239196757,4875875,0,234320882,462867,2.04,0.0,inf,195
2021-10-14,239640318,4883826,0,234756492,444657,2.04,0.0,inf,195
2021-10-15,240097346,4891094,0,235206252,457028,2.04,0.0,inf,195
2021-10-16,240429368,4896288,0,235533080,332022,2.04,0.0,inf,195
2021-10-17,240742629,4900503,0,235842126,313261,2.04,0.0,inf,195
2021-10-18,241160809,4906982,0,236253827,418180,2.03,0.0,inf,195
2021-10-19,241601744,4915231,0,236686513,440935,2.03,0.0,inf,195
2021-10-20,242071153,4923859,0,237147294,469409,2.03,0.0,inf,195
2021-10-21,242527826,4931503,0,237596323,456673,2.03,0.0,inf,195
2021-10-22,243012378,4939671,0,238072707,484552,2.03,0.0,inf,195
2021-10-23,243369360,4945365,0,238423995,356982,2.03,0.0,inf,195
2021-10-24,243683811,4949880,0,238733931,314451,2.03,0.0,inf,195
2021-10-25,244117079,4956498,0,239160581,433268,2.03,0.0,inf,195
2021-10-26,244558099,4964389,0,239593710,441020,2.03,0.0,inf,195
2021-10-27,245068820,4973516,0,240095304,510721,2.03,0.0,inf,195
2021-10-28,245526497,4982039,0,240544458,457677,2.03,0.0,inf,195
2021-10-29,246029554,4990039,0,241039515,503057,2.03,0.0,inf,196
2021-10-30,246407825,4995979,0,241411846,378271,2.03,0.0,inf,196
2021-10-31,246726280,5000394,0,241725886,319009,2.03,0.0,inf,196
2021-11-01,247148932,5006659,0,242142273,422652,2.03,0.0,inf,196
2021-11-02,247579258,5013914,0,242565344,430326,2.03,0.0,inf,196
2021-11-03,248097371,5022207,0,243075164,518113,2.02,0.0,inf,196
2021-11-04,248622740,5029839,0,243592901,525369,2.02,0.0,inf,196
2021-11-05,249134481,5038372,0,244096109,511741,2.02,0.0,inf,196
2021-11-06,249546001,5044871,0,244501130,411520,2.02,0.0,inf,196
2021-11-07,249878413,5049265,0,244829148,332412,2.02,0.0,inf,196
2021-11-08,250368196,5055955,0,245312241,489783,2.02,0.0,inf,196
